AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
10900,Appleton Msa,11-9051,Food Service Managers,Food Service Managers,1176,25.11,52233,23.1,48055,33952,41787,65292,78350,2021,2025-06-27 19:46:17.052159,Middle,Moderate Cost
10900,Appleton Msa,11-9081,Retail Managers,Retail Sales Managers,1764,23.07,47980,21.22,44142,31187,38384,59975,71971,2021,2025-06-27 19:46:17.052167,Low-Middle,Moderate Cost
10900,Appleton Msa,11-9021,Construction Managers,Construction Managers,514,42.43,88244,39.03,81184,57358,70595,110305,132366,2021,2025-06-27 19:46:17.052176,High,High Cost
10900,Appleton Msa,29-1141,Registered Nurses,Registered Nurses,9555,35.77,74401,32.91,68449,48361,59521,93002,111602,2021,2025-06-27 19:46:17.052185,Middle,High Cost
10900,Appleton Msa,31-9092,Medical Assistants,Medical Assistants,2646,17.56,36514,16.15,33593,23734,29211,45643,54772,2021,2025-06-27 19:46:17.052194,Low-Middle,Low Cost
10900,Appleton Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,13.85,28812,12.74,26507,18727,23049,36015,43218,2021,2025-06-27 19:46:17.052203,Low-Middle,Low Cost
10900,Appleton Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,12.25,25480,11.27,23441,16562,20384,31850,38220,2021,2025-06-27 19:46:17.052212,Low,Low Cost
10900,Appleton Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,11.82,24578,10.87,22612,15975,19662,30722,36867,2021,2025-06-27 19:46:17.052221,Low,Low Cost
10900,Appleton Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4116,13.72,28537,12.62,26254,18549,22830,35672,42806,2021,2025-06-27 19:46:17.052230,Low-Middle,Low Cost
10900,Appleton Msa,35-3011,Bartenders,Bartenders,2205,12.62,26244,11.61,24144,17058,20995,32805,39366,2021,2025-06-27 19:46:17.052239,Low,Low Cost
10900,Appleton Msa,41-2031,Retail Salespersons,Retail Salespersons,12495,14.49,30134,13.33,27724,19587,24108,37668,45202,2021,2025-06-27 19:46:17.052254,Low-Middle,Low Cost
10900,Appleton Msa,41-2011,Cashiers,Cashiers,13965,11.76,24460,10.82,22503,15899,19568,30576,36691,2021,2025-06-27 19:46:17.052269,Low,Low Cost
10900,Appleton Msa,43-4051,Customer Service Reps,Customer Service Representatives,6174,17.3,35985,15.92,33106,23390,28788,44982,53978,2021,2025-06-27 19:46:17.052285,Low-Middle,Low Cost
10900,Appleton Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1249,15.38,31987,14.15,29428,20791,25589,39984,47980,2021,2025-06-27 19:46:17.052302,Low-Middle,Low Cost
10900,Appleton Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,808,18.98,39474,17.46,36316,25658,31579,49343,59211,2021,2025-06-27 19:46:17.052319,Low-Middle,Moderate Cost
10900,Appleton Msa,39-9011,Childcare Workers,Childcare Workers,3675,12.8,26626,11.78,24496,17307,21301,33283,39939,2021,2025-06-27 19:46:17.052336,Low,Low Cost
10900,Appleton Msa,47-2031,Carpenters,Carpenters,2646,25.23,52488,23.22,48289,34117,41991,65611,78733,2021,2025-06-27 19:46:17.052354,Middle,Moderate Cost
10900,Appleton Msa,47-2111,Electricians,Electricians,1764,29.94,62278,27.55,57296,40481,49823,77848,93418,2021,2025-06-27 19:46:17.052370,Middle,Moderate Cost
10900,Appleton Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1249,28.15,58545,25.89,53861,38054,46836,73181,87817,2021,2025-06-27 19:46:17.052387,Middle,Moderate Cost
10900,Appleton Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2058,21.63,44982,19.9,41383,29238,35985,56227,67473,2021,2025-06-27 19:46:17.052405,Low-Middle,Moderate Cost
10900,Appleton Msa,13-2011,Accountants,Accountants and Auditors,3234,32.84,68306,30.21,62841,44398,54644,85382,102459,2021,2025-06-27 19:46:17.052422,Middle,High Cost
10900,Appleton Msa,15-1252,Software Developers,Software Developers,2205,42.25,87881,38.87,80850,57122,70305,109851,131822,2021,2025-06-27 19:46:17.052441,High,High Cost
10900,Appleton Msa,13-1161,Marketing Specialists,Marketing Specialists,1764,28.15,58545,25.89,53861,38054,46836,73181,87817,2021,2025-06-27 19:46:17.052459,Middle,Moderate Cost
10900,Appleton Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1176,24.87,51724,22.88,47586,33620,41379,64655,77586,2021,2025-06-27 19:46:17.052477,Middle,Moderate Cost
18580,Eau Claire Msa,11-1021,General Managers,General and Operations Managers,3562,44.69,92957,41.12,85520,60422,74366,116196,139436,2021,2025-06-27 19:46:17.052497,High,High Cost
18580,Eau Claire Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.34,50634,22.4,46584,32912,40508,63293,75952,2021,2025-06-27 19:46:17.052514,Middle,Moderate Cost
18580,Eau Claire Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.36,46512,20.57,42791,30232,37209,58140,69768,2021,2025-06-27 19:46:17.052553,Low-Middle,Moderate Cost
18580,Eau Claire Msa,11-9021,Construction Managers,Construction Managers,498,41.13,85542,37.84,78699,55602,68434,106928,128314,2021,2025-06-27 19:46:17.052571,High,High Cost
18580,Eau Claire Msa,29-1141,Registered Nurses,Registered Nurses,9262,34.67,72124,31.9,66354,46880,57699,90155,108186,2021,2025-06-27 19:46:17.052588,Middle,High Cost
18580,Eau Claire Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.02,35397,15.66,32565,23008,28317,44246,53095,2021,2025-06-27 19:46:17.052604,Low-Middle,Low Cost
18580,Eau Claire Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,13.43,27930,12.35,25695,18154,22344,34912,41895,2021,2025-06-27 19:46:17.052621,Low-Middle,Low Cost
18580,Eau Claire Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.88,24700,10.93,22724,16055,19760,30875,37050,2021,2025-06-27 19:46:17.052639,Low,Low Cost
18580,Eau Claire Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.45,23826,10.54,21919,15486,19060,29782,35739,2021,2025-06-27 19:46:17.052655,Low,Low Cost
18580,Eau Claire Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.3,27664,12.24,25450,17981,22131,34580,41496,2021,2025-06-27 19:46:17.052664,Low-Middle,Low Cost
18580,Eau Claire Msa,35-3011,Bartenders,Bartenders,2137,12.23,25441,11.25,23405,16536,20352,31801,38161,2021,2025-06-27 19:46:17.052673,Low,Low Cost
18580,Eau Claire Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.04,29212,12.92,26875,18988,23370,36515,43818,2021,2025-06-27 19:46:17.052682,Low-Middle,Low Cost
18580,Eau Claire Msa,41-2011,Cashiers,Cashiers,13537,11.4,23712,10.49,21815,15412,18969,29640,35568,2021,2025-06-27 19:46:17.052691,Low,Low Cost
18580,Eau Claire Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.77,34884,15.43,32093,22674,27907,43605,52326,2021,2025-06-27 19:46:17.052700,Low-Middle,Low Cost
18580,Eau Claire Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.91,31008,13.72,28527,20155,24806,38760,46512,2021,2025-06-27 19:46:17.052708,Low-Middle,Low Cost
18580,Eau Claire Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,18.4,38266,16.93,35204,24872,30612,47832,57399,2021,2025-06-27 19:46:17.052717,Low-Middle,Moderate Cost
18580,Eau Claire Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.41,25811,11.42,23746,16777,20649,32264,38717,2021,2025-06-27 19:46:17.052726,Low,Low Cost
18580,Eau Claire Msa,47-2031,Carpenters,Carpenters,2565,24.46,50882,22.51,46811,33073,40705,63602,76323,2021,2025-06-27 19:46:17.052734,Middle,Moderate Cost
18580,Eau Claire Msa,47-2111,Electricians,Electricians,1710,29.03,60372,26.7,55542,39242,48298,75465,90558,2021,2025-06-27 19:46:17.052743,Middle,Moderate Cost
18580,Eau Claire Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.052751,Middle,Moderate Cost
18580,Eau Claire Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.96,43605,19.29,40116,28343,34884,54506,65407,2021,2025-06-27 19:46:17.052760,Low-Middle,Moderate Cost
18580,Eau Claire Msa,13-2011,Accountants,Accountants and Auditors,3135,31.83,66215,29.29,60917,43039,52972,82768,99322,2021,2025-06-27 19:46:17.052768,Middle,High Cost
18580,Eau Claire Msa,15-1252,Software Developers,Software Developers,2137,40.96,85191,37.68,78375,55374,68153,106489,127786,2021,2025-06-27 19:46:17.052778,High,High Cost
18580,Eau Claire Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.052786,Middle,Moderate Cost
18580,Eau Claire Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.11,50140,22.18,46129,32591,40112,62676,75211,2021,2025-06-27 19:46:17.052796,Middle,Moderate Cost
48580,Wausau Msa,11-1021,General Managers,General and Operations Managers,3562,44.69,92957,41.12,85520,60422,74366,116196,139436,2021,2025-06-27 19:46:17.052806,High,High Cost
48580,Wausau Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.34,50634,22.4,46584,32912,40508,63293,75952,2021,2025-06-27 19:46:17.052814,Middle,Moderate Cost
48580,Wausau Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.36,46512,20.57,42791,30232,37209,58140,69768,2021,2025-06-27 19:46:17.052823,Low-Middle,Moderate Cost
48580,Wausau Msa,11-9021,Construction Managers,Construction Managers,498,41.13,85542,37.84,78699,55602,68434,106928,128314,2021,2025-06-27 19:46:17.052832,High,High Cost
48580,Wausau Msa,29-1141,Registered Nurses,Registered Nurses,9262,34.67,72124,31.9,66354,46880,57699,90155,108186,2021,2025-06-27 19:46:17.052841,Middle,High Cost
48580,Wausau Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.02,35397,15.66,32565,23008,28317,44246,53095,2021,2025-06-27 19:46:17.052850,Low-Middle,Low Cost
48580,Wausau Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,13.43,27930,12.35,25695,18154,22344,34912,41895,2021,2025-06-27 19:46:17.052858,Low-Middle,Low Cost
48580,Wausau Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.88,24700,10.93,22724,16055,19760,30875,37050,2021,2025-06-27 19:46:17.052867,Low,Low Cost
48580,Wausau Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.45,23826,10.54,21919,15486,19060,29782,35739,2021,2025-06-27 19:46:17.052876,Low,Low Cost
48580,Wausau Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.3,27664,12.24,25450,17981,22131,34580,41496,2021,2025-06-27 19:46:17.052884,Low-Middle,Low Cost
48580,Wausau Msa,35-3011,Bartenders,Bartenders,2137,12.23,25441,11.25,23405,16536,20352,31801,38161,2021,2025-06-27 19:46:17.052893,Low,Low Cost
48580,Wausau Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.04,29212,12.92,26875,18988,23370,36515,43818,2021,2025-06-27 19:46:17.052901,Low-Middle,Low Cost
48580,Wausau Msa,41-2011,Cashiers,Cashiers,13537,11.4,23712,10.49,21815,15412,18969,29640,35568,2021,2025-06-27 19:46:17.052910,Low,Low Cost
48580,Wausau Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.77,34884,15.43,32093,22674,27907,43605,52326,2021,2025-06-27 19:46:17.052918,Low-Middle,Low Cost
48580,Wausau Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.91,31008,13.72,28527,20155,24806,38760,46512,2021,2025-06-27 19:46:17.052927,Low-Middle,Low Cost
48580,Wausau Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,18.4,38266,16.93,35204,24872,30612,47832,57399,2021,2025-06-27 19:46:17.052935,Low-Middle,Moderate Cost
48580,Wausau Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.41,25811,11.42,23746,16777,20649,32264,38717,2021,2025-06-27 19:46:17.052944,Low,Low Cost
48580,Wausau Msa,47-2031,Carpenters,Carpenters,2565,24.46,50882,22.51,46811,33073,40705,63602,76323,2021,2025-06-27 19:46:17.052952,Middle,Moderate Cost
48580,Wausau Msa,47-2111,Electricians,Electricians,1710,29.03,60372,26.7,55542,39242,48298,75465,90558,2021,2025-06-27 19:46:17.052960,Middle,Moderate Cost
48580,Wausau Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.052969,Middle,Moderate Cost
48580,Wausau Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.96,43605,19.29,40116,28343,34884,54506,65407,2021,2025-06-27 19:46:17.052978,Low-Middle,Moderate Cost
48580,Wausau Msa,13-2011,Accountants,Accountants and Auditors,3135,31.83,66215,29.29,60917,43039,52972,82768,99322,2021,2025-06-27 19:46:17.052986,Middle,High Cost
48580,Wausau Msa,15-1252,Software Developers,Software Developers,2137,40.96,85191,37.68,78375,55374,68153,106489,127786,2021,2025-06-27 19:46:17.052996,High,High Cost
48580,Wausau Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053005,Middle,Moderate Cost
48580,Wausau Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.11,50140,22.18,46129,32591,40112,62676,75211,2021,2025-06-27 19:46:17.053013,Middle,Moderate Cost
36780,Oshkosh Msa,11-1021,General Managers,General and Operations Managers,3562,44.69,92957,41.12,85520,60422,74366,116196,139436,2021,2025-06-27 19:46:17.053023,High,High Cost
36780,Oshkosh Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.34,50634,22.4,46584,32912,40508,63293,75952,2021,2025-06-27 19:46:17.053031,Middle,Moderate Cost
36780,Oshkosh Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.36,46512,20.57,42791,30232,37209,58140,69768,2021,2025-06-27 19:46:17.053040,Low-Middle,Moderate Cost
36780,Oshkosh Msa,11-9021,Construction Managers,Construction Managers,498,41.13,85542,37.84,78699,55602,68434,106928,128314,2021,2025-06-27 19:46:17.053049,High,High Cost
36780,Oshkosh Msa,29-1141,Registered Nurses,Registered Nurses,9262,34.67,72124,31.9,66354,46880,57699,90155,108186,2021,2025-06-27 19:46:17.053057,Middle,High Cost
36780,Oshkosh Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.02,35397,15.66,32565,23008,28317,44246,53095,2021,2025-06-27 19:46:17.053066,Low-Middle,Low Cost
36780,Oshkosh Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,13.43,27930,12.35,25695,18154,22344,34912,41895,2021,2025-06-27 19:46:17.053074,Low-Middle,Low Cost
36780,Oshkosh Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.88,24700,10.93,22724,16055,19760,30875,37050,2021,2025-06-27 19:46:17.053083,Low,Low Cost
36780,Oshkosh Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.45,23826,10.54,21919,15486,19060,29782,35739,2021,2025-06-27 19:46:17.053091,Low,Low Cost
36780,Oshkosh Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.3,27664,12.24,25450,17981,22131,34580,41496,2021,2025-06-27 19:46:17.053100,Low-Middle,Low Cost
36780,Oshkosh Msa,35-3011,Bartenders,Bartenders,2137,12.23,25441,11.25,23405,16536,20352,31801,38161,2021,2025-06-27 19:46:17.053115,Low,Low Cost
36780,Oshkosh Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.04,29212,12.92,26875,18988,23370,36515,43818,2021,2025-06-27 19:46:17.053124,Low-Middle,Low Cost
36780,Oshkosh Msa,41-2011,Cashiers,Cashiers,13537,11.4,23712,10.49,21815,15412,18969,29640,35568,2021,2025-06-27 19:46:17.053132,Low,Low Cost
36780,Oshkosh Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.77,34884,15.43,32093,22674,27907,43605,52326,2021,2025-06-27 19:46:17.053141,Low-Middle,Low Cost
36780,Oshkosh Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.91,31008,13.72,28527,20155,24806,38760,46512,2021,2025-06-27 19:46:17.053150,Low-Middle,Low Cost
36780,Oshkosh Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,18.4,38266,16.93,35204,24872,30612,47832,57399,2021,2025-06-27 19:46:17.053158,Low-Middle,Moderate Cost
36780,Oshkosh Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.41,25811,11.42,23746,16777,20649,32264,38717,2021,2025-06-27 19:46:17.053167,Low,Low Cost
36780,Oshkosh Msa,47-2031,Carpenters,Carpenters,2565,24.46,50882,22.51,46811,33073,40705,63602,76323,2021,2025-06-27 19:46:17.053175,Middle,Moderate Cost
36780,Oshkosh Msa,47-2111,Electricians,Electricians,1710,29.03,60372,26.7,55542,39242,48298,75465,90558,2021,2025-06-27 19:46:17.053184,Middle,Moderate Cost
36780,Oshkosh Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053193,Middle,Moderate Cost
36780,Oshkosh Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.96,43605,19.29,40116,28343,34884,54506,65407,2021,2025-06-27 19:46:17.053202,Low-Middle,Moderate Cost
36780,Oshkosh Msa,13-2011,Accountants,Accountants and Auditors,3135,31.83,66215,29.29,60917,43039,52972,82768,99322,2021,2025-06-27 19:46:17.053210,Middle,High Cost
36780,Oshkosh Msa,15-1252,Software Developers,Software Developers,2137,40.96,85191,37.68,78375,55374,68153,106489,127786,2021,2025-06-27 19:46:17.053220,High,High Cost
36780,Oshkosh Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053228,Middle,Moderate Cost
36780,Oshkosh Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.11,50140,22.18,46129,32591,40112,62676,75211,2021,2025-06-27 19:46:17.053237,Middle,Moderate Cost
27500,Janesville Msa,11-1021,General Managers,General and Operations Managers,3562,44.69,92957,41.12,85520,60422,74366,116196,139436,2021,2025-06-27 19:46:17.053246,High,High Cost
27500,Janesville Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.34,50634,22.4,46584,32912,40508,63293,75952,2021,2025-06-27 19:46:17.053255,Middle,Moderate Cost
27500,Janesville Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.36,46512,20.57,42791,30232,37209,58140,69768,2021,2025-06-27 19:46:17.053264,Low-Middle,Moderate Cost
27500,Janesville Msa,11-9021,Construction Managers,Construction Managers,498,41.13,85542,37.84,78699,55602,68434,106928,128314,2021,2025-06-27 19:46:17.053273,High,High Cost
27500,Janesville Msa,29-1141,Registered Nurses,Registered Nurses,9262,34.67,72124,31.9,66354,46880,57699,90155,108186,2021,2025-06-27 19:46:17.053281,Middle,High Cost
27500,Janesville Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.02,35397,15.66,32565,23008,28317,44246,53095,2021,2025-06-27 19:46:17.053290,Low-Middle,Low Cost
27500,Janesville Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,13.43,27930,12.35,25695,18154,22344,34912,41895,2021,2025-06-27 19:46:17.053300,Low-Middle,Low Cost
27500,Janesville Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.88,24700,10.93,22724,16055,19760,30875,37050,2021,2025-06-27 19:46:17.053307,Low,Low Cost
27500,Janesville Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.45,23826,10.54,21919,15486,19060,29782,35739,2021,2025-06-27 19:46:17.053314,Low,Low Cost
27500,Janesville Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.3,27664,12.24,25450,17981,22131,34580,41496,2021,2025-06-27 19:46:17.053321,Low-Middle,Low Cost
27500,Janesville Msa,35-3011,Bartenders,Bartenders,2137,12.23,25441,11.25,23405,16536,20352,31801,38161,2021,2025-06-27 19:46:17.053328,Low,Low Cost
27500,Janesville Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.04,29212,12.92,26875,18988,23370,36515,43818,2021,2025-06-27 19:46:17.053335,Low-Middle,Low Cost
27500,Janesville Msa,41-2011,Cashiers,Cashiers,13537,11.4,23712,10.49,21815,15412,18969,29640,35568,2021,2025-06-27 19:46:17.053341,Low,Low Cost
27500,Janesville Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.77,34884,15.43,32093,22674,27907,43605,52326,2021,2025-06-27 19:46:17.053348,Low-Middle,Low Cost
27500,Janesville Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.91,31008,13.72,28527,20155,24806,38760,46512,2021,2025-06-27 19:46:17.053355,Low-Middle,Low Cost
27500,Janesville Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,18.4,38266,16.93,35204,24872,30612,47832,57399,2021,2025-06-27 19:46:17.053361,Low-Middle,Moderate Cost
27500,Janesville Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.41,25811,11.42,23746,16777,20649,32264,38717,2021,2025-06-27 19:46:17.053368,Low,Low Cost
27500,Janesville Msa,47-2031,Carpenters,Carpenters,2565,24.46,50882,22.51,46811,33073,40705,63602,76323,2021,2025-06-27 19:46:17.053375,Middle,Moderate Cost
27500,Janesville Msa,47-2111,Electricians,Electricians,1710,29.03,60372,26.7,55542,39242,48298,75465,90558,2021,2025-06-27 19:46:17.053382,Middle,Moderate Cost
27500,Janesville Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053389,Middle,Moderate Cost
27500,Janesville Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.96,43605,19.29,40116,28343,34884,54506,65407,2021,2025-06-27 19:46:17.053396,Low-Middle,Moderate Cost
27500,Janesville Msa,13-2011,Accountants,Accountants and Auditors,3135,31.83,66215,29.29,60917,43039,52972,82768,99322,2021,2025-06-27 19:46:17.053402,Middle,High Cost
27500,Janesville Msa,15-1252,Software Developers,Software Developers,2137,40.96,85191,37.68,78375,55374,68153,106489,127786,2021,2025-06-27 19:46:17.053409,High,High Cost
27500,Janesville Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053416,Middle,Moderate Cost
27500,Janesville Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,24.11,50140,22.18,46129,32591,40112,62676,75211,2021,2025-06-27 19:46:17.053424,Middle,Moderate Cost
43100,Sheboygan Msa,11-1021,General Managers,General and Operations Managers,3562,44.69,92957,41.12,85520,60422,74366,116196,139436,2021,2025-06-27 19:46:17.053432,High,High Cost
43100,Sheboygan Msa,11-9051,Food Service Managers,Food Service Managers,1140,24.34,50634,22.4,46584,32912,40508,63293,75952,2021,2025-06-27 19:46:17.053439,Middle,Moderate Cost
43100,Sheboygan Msa,11-9081,Retail Managers,Retail Sales Managers,1710,22.36,46512,20.57,42791,30232,37209,58140,69768,2021,2025-06-27 19:46:17.053450,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9021,Construction Managers,Construction Managers,498,41.13,85542,37.84,78699,55602,68434,106928,128314,2021,2025-06-27 19:46:17.053458,High,High Cost
43100,Sheboygan Msa,29-1141,Registered Nurses,Registered Nurses,9262,34.67,72124,31.9,66354,46880,57699,90155,108186,2021,2025-06-27 19:46:17.053465,Middle,High Cost
43100,Sheboygan Msa,31-9092,Medical Assistants,Medical Assistants,2565,17.02,35397,15.66,32565,23008,28317,44246,53095,2021,2025-06-27 19:46:17.053472,Low-Middle,Low Cost
43100,Sheboygan Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,13.43,27930,12.35,25695,18154,22344,34912,41895,2021,2025-06-27 19:46:17.053478,Low-Middle,Low Cost
43100,Sheboygan Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.88,24700,10.93,22724,16055,19760,30875,37050,2021,2025-06-27 19:46:17.053485,Low,Low Cost
43100,Sheboygan Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,11.45,23826,10.54,21919,15486,19060,29782,35739,2021,2025-06-27 19:46:17.053493,Low,Low Cost
43100,Sheboygan Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,13.3,27664,12.24,25450,17981,22131,34580,41496,2021,2025-06-27 19:46:17.053499,Low-Middle,Low Cost
43100,Sheboygan Msa,35-3011,Bartenders,Bartenders,2137,12.23,25441,11.25,23405,16536,20352,31801,38161,2021,2025-06-27 19:46:17.053506,Low,Low Cost
43100,Sheboygan Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,14.04,29212,12.92,26875,18988,23370,36515,43818,2021,2025-06-27 19:46:17.053513,Low-Middle,Low Cost
43100,Sheboygan Msa,41-2011,Cashiers,Cashiers,13537,11.4,23712,10.49,21815,15412,18969,29640,35568,2021,2025-06-27 19:46:17.053545,Low,Low Cost
43100,Sheboygan Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.77,34884,15.43,32093,22674,27907,43605,52326,2021,2025-06-27 19:46:17.053553,Low-Middle,Low Cost
43100,Sheboygan Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.91,31008,13.72,28527,20155,24806,38760,46512,2021,2025-06-27 19:46:17.053560,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,18.4,38266,16.93,35204,24872,30612,47832,57399,2021,2025-06-27 19:46:17.053567,Low-Middle,Moderate Cost
43100,Sheboygan Msa,39-9011,Childcare Workers,Childcare Workers,3562,12.41,25811,11.42,23746,16777,20649,32264,38717,2021,2025-06-27 19:46:17.053574,Low,Low Cost
43100,Sheboygan Msa,47-2031,Carpenters,Carpenters,2565,24.46,50882,22.51,46811,33073,40705,63602,76323,2021,2025-06-27 19:46:17.053581,Middle,Moderate Cost
43100,Sheboygan Msa,47-2111,Electricians,Electricians,1710,29.03,60372,26.7,55542,39242,48298,75465,90558,2021,2025-06-27 19:46:17.053587,Middle,Moderate Cost
43100,Sheboygan Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,27.29,56753,25.1,52212,36889,45402,70941,85129,2021,2025-06-27 19:46:17.053594,Middle,Moderate Cost
43100,Sheboygan Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.96,43605,19.29,40116,28343,34884,54506,65407,2021,2025-06-27 19:46:17.053601,Low-Middle,Moderate Cost
43100,Sheboygan Msa,13-2011,Accountants,Accountants and Auditors,3135,31.83,66215,29.29,60917,43039,52972,82768,99322,2021,2025-06-27 19:46:17.053608,Middle,High Cost
